round_num,node_0,node_1,node_2,node_3,node_4,node_5,node_6,node_7,node_8,node_9,node_10,node_11,node_12,node_13,node_14,node_15,node_16,node_17,node_18,node_19
1,3.234483242034912,3.262145519256592,3.2382965087890625,3.2382965087890625,3.245945453643799,3.2382965087890625,3.2672412395477295,3.2279176712036133,3.2382965087890625,3.2382965087890625,3.2382965087890625,3.2382965087890625,3.2766284942626953,3.262402057647705,3.2480628490448,3.2382965087890625,3.2609550952911377,3.251494884490967,3.2665059566497803,3.2454092502593994
2,3.235912561416626,3.2423558235168457,3.2518250942230225,3.2643985748291016,3.238626718521118,3.2591867446899414,3.239572048187256,3.2309458255767822,3.2568540573120117,3.2363858222961426,3.237806797027588,3.270009756088257,3.2559540271759033,3.247534990310669,3.241687297821045,3.242921829223633,3.247661590576172,3.254234790802002,3.2626237869262695,3.24019455909729
3,3.2346127033233643,3.240875005722046,3.243398427963257,3.2450129985809326,3.248277425765991,3.241053342819214,3.244257926940918,3.235931873321533,3.2462430000305176,3.2448227405548096,3.269590139389038,3.2498161792755127,3.2493081092834473,3.249332904815674,3.2417993545532227,3.244241952896118,3.2470147609710693,3.2545969486236572,3.2550625801086426,3.2430837154388428
4,3.235666513442993,3.229576826095581,3.2430684566497803,3.2443933486938477,3.2411673069000244,3.246830463409424,3.240070343017578,3.2372701168060303,3.2354722023010254,3.243307590484619,3.251584529876709,3.251317024230957,3.253145694732666,3.243218421936035,3.242724895477295,3.240095853805542,3.2492775917053223,3.254573345184326,3.251217842102051,3.2399823665618896
5,3.241645574569702,3.2312588691711426,3.2441699504852295,3.2449259757995605,3.248852491378784,3.2434849739074707,3.236351490020752,3.2335245609283447,3.2444615364074707,3.239291191101074,3.250309467315674,3.2462570667266846,3.2564780712127686,3.251896619796753,3.240128755569458,3.24253249168396,3.2355120182037354,3.2487339973449707,3.259166717529297,3.2373764514923096
6,3.2419931888580322,3.233787775039673,3.2367351055145264,3.254693031311035,3.2407262325286865,3.2378411293029785,3.24662184715271,3.2272725105285645,3.2381670475006104,3.2441346645355225,3.243762969970703,3.2468838691711426,3.2500123977661133,3.263871192932129,3.2410459518432617,3.233859062194824,3.247849464416504,3.2547950744628906,3.259122848510742,3.2465007305145264
7,3.2460029125213623,3.2297282218933105,3.2401535511016846,3.2554545402526855,3.2398486137390137,3.239469528198242,3.245251417160034,3.2408430576324463,3.2419803142547607,3.2376275062561035,3.2467007637023926,3.248551607131958,3.2597131729125977,3.252729654312134,3.2409603595733643,3.238828659057617,3.244544744491577,3.2504262924194336,3.2689766883850098,3.24111270904541
8,3.2351903915405273,3.2323334217071533,3.2478106021881104,3.2406842708587646,3.245522975921631,3.243391990661621,3.2387540340423584,3.2374868392944336,3.237100124359131,3.24570894241333,3.243987798690796,3.244983434677124,3.2637338638305664,3.2467503547668457,3.241617441177368,3.2474749088287354,3.2408595085144043,3.2668421268463135,3.260097026824951,3.242495536804199
9,3.2341723442077637,3.234980344772339,3.2421131134033203,3.2385027408599854,3.2320823669433594,3.2434780597686768,3.2453620433807373,3.235506534576416,3.2368991374969482,3.2377538681030273,3.239011764526367,3.2518301010131836,3.272049903869629,3.2471327781677246,3.2435529232025146,3.2437245845794678,3.2454278469085693,3.2655141353607178,3.255307197570801,3.2477569580078125
10,3.235389232635498,3.2404863834381104,3.2361338138580322,3.235283851623535,3.2433507442474365,3.2377231121063232,3.2424802780151367,3.235907793045044,3.235999584197998,3.2432174682617188,3.2343618869781494,3.2669951915740967,3.259136915206909,3.248363494873047,3.2485709190368652,3.245004892349243,3.25799822807312,3.2521305084228516,3.251826524734497,3.2454960346221924
