node_id,node_identifier,bandwidth_mbps,compute_capability,cpu_cores,data_compliance,gpu_count,memory_gb,node_type,reliability_score,security_level,storage_gb
0,hospital_000,2000,tier_1,128,local,16,512,tier1_hospital,1.0,critical,50000
1,clinic_001,2000,tier_2,32,HIPAA,8,256,tier2_hospital,0.977,critical,20000
2,research_center_002,10000,tier_3,64,PIPEDA,16,1024,research_center,0.993,standard,20000
3,mobile_unit_003,1000,tier_1,8,HIPAA,2,32,mobile_unit,0.899,high,5000
4,edge_device_004,100,tier_2,2,HIPAA,1,32,edge_device,0.852,high,500
5,hospital_005,10000,tier_1,128,PIPEDA,8,512,tier1_hospital,0.951,standard,50000
6,clinic_006,1000,tier_2,16,PIPEDA,8,64,tier2_hospital,0.941,standard,20000
7,research_center_007,5000,tier_3,256,local,32,256,research_center,0.99,standard,20000
8,mobile_unit_008,100,tier_1,16,PIPEDA,1,32,mobile_unit,0.868,high,2000
9,edge_device_009,500,tier_2,2,PIPEDA,1,8,edge_device,0.894,high,2000
10,hospital_010,5000,tier_1,32,PIPEDA,16,512,tier1_hospital,0.958,high,50000
11,clinic_011,2000,tier_2,64,GDPR,8,64,tier2_hospital,0.948,critical,10000
12,research_center_012,20000,tier_3,64,GDPR,32,1024,research_center,0.996,high,100000
13,mobile_unit_013,100,tier_1,8,GDPR,1,16,mobile_unit,0.877,high,2000
14,edge_device_014,100,tier_2,2,PIPEDA,0,32,edge_device,0.82,high,2000
15,hospital_015,5000,tier_1,32,PIPEDA,8,256,tier1_hospital,0.995,standard,10000
16,clinic_016,1000,tier_2,64,HIPAA,4,64,tier2_hospital,0.905,high,5000
17,research_center_017,20000,tier_3,64,GDPR,16,1024,research_center,0.99,critical,20000
18,mobile_unit_018,100,tier_1,4,HIPAA,1,16,mobile_unit,0.894,high,1000
19,edge_device_019,100,tier_2,2,PIPEDA,0,8,edge_device,0.764,critical,2000
